notice_title,notice_deadline,org_country
Items: Handset Of Motorola Gp 328/338Quantity: 33,06/11/2026:00:00:00,IN
"Digital Arm Cuff,Spo2 Probe,Ecg Patient Lead,Li-On 7 Point 2 V Battery 6600 Mah,Heating Element 150 Quantity: 34",06/11/2026:00:00:00,IN
Repair And Overhauling Service - H-154: Annual Servcing Of Portable Fire Fighting Extinguiser; H-15 Quantity: 1,06/11/2026:00:00:00,IN
"Manpower Outsourcing Services - Minimum Wage - Unskilled; Under Matric; Others,Manpower Outsourcing Quantity: 6",06/11/2026:00:00:00,IN
"Hiring Of Consultants - Milestone/Deliverable Based - Chs Design; Dpr,Rfp Preparation & Bid Process Quantity: 1",06/11/2026:00:00:00,IN
Facility Management Services - Lumpsum Based - Industrial; Store Material Loading Unloading And Shi Quantity: 1,06/11/2026:00:00:00,IN
"Filter Element Of Rexroth Make Opu System T Pos No 41 Model R928006863 20250 H10Xl A00 0 M,Filter E Quantity: 13",06/11/2026:00:00:00,IN
Underpad Conforming To Is 17786 Quantity: 20000,06/11/2026:00:00:00,IN
"Split Air Conditioner, Wall Mount Type (V3) Isi Marked To Is 1391 (Part 2),Split Air Conditioner, W Quantity: 143",06/11/2026:00:00:00,IN
"Toner Cartridges / Ink Cartridges / Consumables For Printers,Toner Cartridges / Ink Cartridges / Co Quantity: 14",06/11/2026:00:00:00,IN
"Item 10 Rotating Face,Part No. 15,Item 20 Stationary Face,Pn 14,Drg 2H 150262,Item 30 Stationary Fa Quantity: 41",06/11/2026:00:00:00,IN
Items: Alpha Theta Dj Controllerquantity: 1,06/11/2026:00:00:00,IN
Entry And Mid Level Desktop Computer Quantity: 4,06/11/2026:00:00:00,IN
Revenue Based Services - H1 Evaluation - Disposal Of Scrap Salvage Quantity: 1,06/11/2026:00:00:00,IN
Potable Water Purification System De - Ionization Based Quantity: 1,06/11/2026:00:00:00,IN
Items: Digital Duplicators (V4)Quantity: 1,06/11/2026:00:00:00,IN
Potable Water Purification System De - Ionization Based Quantity: 1,06/11/2026:00:00:00,IN
"Items: Filter Element,Filter Elementquantity: 12",06/11/2026:00:00:00,IN
Nitrogen Cylinder With Pressure Regulator Valve Quantity: 1,06/11/2026:00:00:00,IN
Ultra Low Temperature Laboratory Deep Freezer Quantity: 2,06/11/2026:00:00:00,IN
Customized Amc/Cmc For Pre-Owned Products - Supply Of Black Phenyl As Per Required Demand; Supply O Quantity: 4500,06/11/2026:00:00:00,IN
Items: Multi Channel Data Logger Dapgquantity: 1,06/11/2026:00:00:00,IN
Items: Rogs Sheet 0.12 X 1000Quantity: 150,06/11/2026:00:00:00,IN
Items: Solid Cushion Tyres (V3)Quantity: 150,06/11/2026:00:00:00,IN
Items: Leasing Service Of Dg-Setquantity: 1,06/11/2026:00:00:00,IN
Manpower Outsourcing Services - Fixed Remuneration - Special Educators; Special Educators; Graduate Quantity: 25,06/11/2026:00:00:00,IN
Custom Bid For Services - Annual Maintenance Contract Of Epson Sc-T5400M Series Plotter Of Bhel-Hpv Quantity: 1,06/11/2026:00:00:00,IN
Items: Mobile Storage Compactorsquantity: 6,06/11/2026:00:00:00,IN
"Xlpe Cable For Working Voltage Up To And Including 1.1 Kv Marked To Is 7098 (Part 1),Cable Joint Ki Quantity: 202",06/11/2026:00:00:00,IN
Facility Management Services - Lumpsum Based - Cast Steel Trash Plate On Convirsion Basis; As Per D Quantity: 1,06/11/2026:00:00:00,IN
Uv-Visible Spectrophotometer (Double Beam) For Ennore Quantity: 1,06/11/2026:00:00:00,IN
"Single Leg Wire Rope Sling Mechanically Spliced At Both Ends Size Dia 24 Mm X 5 Meters Long,Single  Quantity: 105",06/11/2026:00:00:00,IN
Manpower Outsourcing Services - Minimum Wage - Skilled; High School; Others Quantity: 1,06/11/2026:00:00:00,IN
Items: Service Of Beml Vehiclesquantity: 1,06/11/2026:00:00:00,IN
"Manpower Outsourcing Services - Minimum Wage - Semi-Skilled; High School; Others,Manpower Outsourci Quantity: 9",06/11/2026:00:00:00,IN
"Sweeping Broom (V5),Sweeping Broom (V5),Toilet Brush (V3),Sweeping Broom (V5),Glass Cleaner, Liquid Quantity: 159",06/11/2026:00:00:00,IN
Ro Plant With Genset And Trolley Quantity: 3,06/11/2026:00:00:00,IN
Items: Cricket Trouserquantity: 4402,06/11/2026:00:00:00,IN
"High End Desktop Computer,Line Interactive Ups With Avr (V2) Quantity: 300",06/11/2026:00:00:00,IN
"Foot Rest Assy,Exhaust Fan Clutch,Door Latch Frt Rh,Door Latch Frt Lh,Cabin Filter Quantity: 6",06/11/2026:00:00:00,IN
"Bed Mattress Conforming To Is 13489 (V3),Sheeting, Tickings And Bedsheets (V2) As Per Is 175,Pillow Quantity: 260",06/11/2026:00:00:00,IN
Paper-Based Printing Services - Printing Without Material; Magazine; Digital Quantity: 200,06/11/2026:00:00:00,IN
"Supply Of 1.5 Tr Inverter Type 5 Star Rated Split Air-Conditioner Unit,Installation, Testing And Co Quantity: 124",06/11/2026:00:00:00,IN
Security Surveillance Post Iron Shade Eith Fiber Glass Quantity: 1,06/11/2026:00:00:00,IN
Aluminium Alloy Sheet As Per Is 737 24345 Wp Size 2400Mm X 1200Mm X 3Mm Quantity: 5,06/11/2026:00:00:00,IN
Bosch Professional Wall Scanner D Tect 200C Quantity: 1,06/11/2026:00:00:00,IN
Items: Oil Sprayer With Blow Gunquantity: 1,06/11/2026:00:00:00,IN
"Curtain Size 5 Feet X 4 Feet,Curtain Size 6 Feet X 4 Feet,Curtain Size 7 Feet X 4 Feet,Curtain Size Quantity: 1294",06/11/2026:00:00:00,IN
"M2041268000,M2041268002,M2041268004,M2041268005,M2041268006,M2041268007,M2041270109,M2041270110,M20 Quantity: 16",06/11/2026:00:00:00,IN
Rfq-Implementation Of A Pilot Fisheries Traceability System,06/11/2026:00:00:00,AE
"Sony Fdr Ax 43 Chandy Camera,Hp Laserjet 1108 Pro Printer,Sansui Washing Machine 7.5Kg,Haier Water  Quantity: 8",06/11/2026:00:00:00,IN
Dinoprostone Gel 0.5 Mg (In 3Gm/2.5Ml Gel) / Syringe Quantity: 450,06/11/2026:00:00:00,IN
"Single Motor Module 6Sl3120-1Te15-0Ad0,Double Motor Module 6Sl3120-2Te21-8Sp0,Single Motor Module 6 Quantity: 17",06/11/2026:00:00:00,IN
Repair And Overhauling Service - Repair / Refurbishment Of Centralized Lubrication System And Its A Quantity: 1,06/11/2026:00:00:00,IN
Aerobic Drum Compost Plant Of 10 Tpd Capacity With Sieving Trommel Quantity: 1,06/11/2026:00:00:00,IN
Items: Inverter (V2)Quantity: 1,06/11/2026:00:00:00,IN
"Split Air Conditioner, Wall Mount Type (V3) Isi Marked To Is 1391 (Part 2),Split Air Conditioner, W Quantity: 16",06/11/2026:00:00:00,IN
"Gep 3 Inch Frame Gep Cl 35 V3,Geprc 5 Point 8 G Antenna Rhcp Sma 120 Mm,Aerocell Battery 4S1P 4500  Quantity: 11",06/11/2026:00:00:00,IN
"Coloring And Painting In Nagar Palika Office, Public Places, Divider And Government Buildings.",06/11/2026:00:00:00,IN
Installation Of Precast Concrete Poles And Fencing With Barbed Wire And Chain Link Mesh At Various Locations In Malpura Municipality.,06/11/2026:00:00:00,IN
"Construction Of Divider And Barriers At Various Places In North Zone, Ajmer.",06/11/2026:00:00:00,IN
"Front Grill,Air Filter Assy,Indicator Switch,Bush,Rubber Seal,Hose Pipe,Paint Rfu Black,Oil Seal,Sp Quantity: 78",06/11/2026:00:00:00,IN
Stationary Valve Regulated Lead Acid Batteries (V3) Conforming To Is 15549 Quantity: 1,06/11/2026:00:00:00,IN
Goods Transport Service – Per Km Based Service - Transporation Of Engineer Stores; Flatbed Truck; Quantity: 4220,06/11/2026:00:00:00,IN
Led Luminaire For Floodlight Conforming To Is 10322 (Part 5/Section 5) (V3) (Under Bis Scheme - Ii) Quantity: 330,06/11/2026:00:00:00,IN
"Sanitary Napkins Vending Machines,Sanitary Napkins Incinerator Machine With Smoke Control Unit Quantity: 2",06/11/2026:00:00:00,IN
"Hiring Of Earth Moving Equipments, Material Handling Equipments And Cranes (Per Hour Basis) - As Pe Quantity: 4",06/11/2026:00:00:00,IN
"Repair, Maintenance, And Installation Of Plant/ Systems/Equipments (Version 2) - Industry Unit; Com Quantity: 1",06/11/2026:00:00:00,IN
"Xlpe Cable For Working Voltage Up To And Including 1.1 Kv Marked To Is 7098 (Part 1),Xlpe Cable For Quantity: 6297",06/11/2026:00:00:00,IN
Procurement Of Leak-Proof Make Mechanical Seals For Neutralizing Pit Pumps Installed In Hrsg Plant  Quantity: 2,06/11/2026:00:00:00,IN
Goods Transport Service – Per Trip Based  Service - Pharmaceuticals; Closed Body Lcv Truck; 14 Ft Quantity: 7,06/11/2026:00:00:00,IN
"Fluid, Hyd, Fire Resistant, Hf-C46 Quantity: 6510",06/11/2026:00:00:00,IN
Items: Pneumatic Barrel Pumpquantity: 2,06/11/2026:00:00:00,IN
"Bush,Pipe Fuel Filter To Eng,Selctor Shaft,Clutch Booster Knorr Vg 3283,Repair Kit Hyd Wheel Cyl Fr Quantity: 9",06/11/2026:00:00:00,IN
Trailer Mounted Suction Machine Quantity: 1,06/11/2026:00:00:00,IN
Tender For Printing Stationery,06/11/2026:00:00:00,IN
Handling And Transport On Lumpsum Basis - Hiring Of Tractor Mounted 6Kl Water Sprinkler On Per Day  Quantity: 1,06/11/2026:00:00:00,IN
"Paper-Based Printing Services - Printing With Material; Book/Booklet; Offset,Paper-Based Printing S Quantity: 5200",06/11/2026:00:00:00,IN
"Sb 329 05 07 Filtering Element Assy Sample Photo Reqmt,Gost 11518 78 1 Cloth Dia Sample Photo Reqmt Quantity: 273",06/11/2026:00:00:00,IN
"Assy Fan Electrical,Fan Shroud Assy,Galss Windshield,Molding Windshield,Dg Selant Windshield Quantity: 6",06/11/2026:00:00:00,IN
Custom Bid For Services - Amc Of Automatic Bet Chemisorption And Physisorption Surface Area Analyze Quantity: 1,06/11/2026:00:00:00,IN
Items: Coffee Dispensing Machine (V2)Quantity: 18,06/11/2026:00:00:00,IN
Customized Amc/Cmc For Pre-Owned Products - As Per Bid Document; Koch Engineered Solutions India; A Quantity: 1,06/11/2026:00:00:00,IN
"Injector Adapter,Oil Filter Wrench,3 Jaw Oil Filter Wrench,Electric Impact Wrench,Vice,Impact Wrenc Quantity: 10",06/11/2026:00:00:00,IN
Manpower Outsourcing Services - Minimum Wage - Skilled; Graduate; Admin Quantity: 1,06/11/2026:00:00:00,IN
Items: Signage Board (V4)Quantity: 1,06/11/2026:00:00:00,IN
Facility Management Services - Lumpsum Based - Fabrication Erection Work In Boiler Power House; Fab Quantity: 1,06/11/2026:00:00:00,IN
"Fixed Computer Workstation,Fixed Computer Workstation,Fixed Computer Workstation Quantity: 138",06/11/2026:00:00:00,IN
Manpower Outsourcing Services - Man-Days Based - Fish Hatchery Operation Ukai; Unskilled; Labour Quantity: 1220,06/11/2026:00:00:00,IN
Reciprocating Air Compressors - Electric Motor Driven Quantity: 1,06/11/2026:00:00:00,IN
"Engine Oil Filter For Tata Hitachi Ex 70,Fuel Filter Set For Tata Hitachi Ex 70,Air Cleaner For Tat Quantity: 160",06/11/2026:00:00:00,IN
Expansion Piece Sh. Tx285X13200 Between Suction Box And Housing As Per Drg No. 3-55-527-02337 Var.  Quantity: 16,06/11/2026:00:00:00,IN
Trailer Mounted Suction Machine Quantity: 1,06/11/2026:00:00:00,IN
Refined Groundnut Oil (V4) (Defence) Quantity: 4270,06/11/2026:00:00:00,IN
High Mast Lighting Tower For Large Area With Led Flood Lighting System Quantity: 3,06/11/2026:00:00:00,IN
Custom Bid For Services - Amc Of Electronic Platform Scale Quantity: 1,06/11/2026:00:00:00,IN
"Steel Almirah / Cabinets (V4),Computer Table (V3),Revolving Chair (V5),Executive Table (V4),Steel C Quantity: 79",06/11/2026:00:00:00,IN
"C276 Flanges,Ss316L Sorf Flanges,Flat Flange - 1300Nb Quantity: 3",06/11/2026:00:00:00,IN
"Monthly Basis Cab & Taxi Hiring Services - Suv; 3000 Km X 364 Hours; Local,Monthly Basis Cab & Taxi Quantity: 3",06/11/2026:00:00:00,IN
Items: Passenger Carquantity: 9,06/11/2026:00:00:00,IN
Cluster Outsourcing For Maintenance Of Landline And Broadband Network Copper Wire - Fixing Laying A Quantity: 1,06/11/2026:00:00:00,IN
"55 Mm Socket,60 Mm Socket,Star L N Key,Jis Saw Machine Dewalt 650 Watt With 6 Varient Speed,Jis Saw Quantity: 32",06/11/2026:00:00:00,IN
"Hiring Of Consultants - Milestone/Deliverable Based - Subject Matter Experts; Legal , Lender Legal  Quantity: 1",06/11/2026:00:00:00,IN
Items: Tanker On Agricultural Trailerquantity: 1,06/11/2026:00:00:00,IN
"094400003 Super Enamelled Copper Winding Wire, 17 Swg, Medium Covering, Confirming To Is-13730, Gr, Quantity: 300",06/11/2026:00:00:00,IN
"Dak Pad (V3),File/Folder (V3),File/Folder (V3),Staplers(V3),Stationery Scissors (V2) Conforming To  Quantity: 1388",06/11/2026:00:00:00,IN
"Split Air Conditioner, Wall Mount Type (V3) Isi Marked To Is 1391 (Part 2) Quantity: 2",06/11/2026:00:00:00,IN
"All In One Pc (V2),A4 And Legal Size Multifunction Printer (Mfp),A3 Size Multifunction Printer (Mfp Quantity: 4",06/11/2026:00:00:00,IN
Wooden Box For Elevating Cylinder To Drg No. Gcf/50/39084 Quantity: 52,06/11/2026:00:00:00,IN
"O Ring 'Var-07' (Hy-167. A. 25) Id-52 X 6.0 Dia Cs As Per Specn. Ba55014/04,O Ring 'Var-08' (Hy-167 Quantity: 240",06/11/2026:00:00:00,IN
Tricycle Or Rickshaw For Carrying Goods (V2) Quantity: 6,06/11/2026:00:00:00,IN
Monthly Basis Cab & Taxi Hiring Services - Sedan; 2500 Km X 320 Hours; Local 24*7 Quantity: 1,06/11/2026:00:00:00,IN
"Eagle Statue,Artificial Flower,Primer,Gold Paint,Silver Paint,Brush,Bathroom Stand,Steel Flower Pot Quantity: 46",06/11/2026:00:00:00,IN
Led Batten Light (Led Tube Light) (V2) Quantity: 6000,06/11/2026:00:00:00,IN
"Chest  Press - Outdoor Gym Equipments,Chest  Press - Outdoor Gym Equipments,Air Walker / Stroller - Quantity: 10",06/11/2026:00:00:00,IN
Aerobic Drum Compost Plant Of 10 Tpd Capacity With Sieving Trommel Quantity: 1,06/11/2026:00:00:00,IN
"20 Ton Webbing Sling 10 Mtr Long With Shackle D,Life Jacket,Lifting Belt Heavy Duty 5 Mtr Long 10 T Quantity: 51",06/11/2026:00:00:00,IN
Operation And Maintenance Power House / Power Plant - Construction Of Temp Bund In Lagoon 1 Of Main Quantity: 1,06/11/2026:00:00:00,IN
"Tentage Service - Water Proof Pandal With Pipe Structure,Tentage Service - Normal Pandal,Tentage Se Quantity: 24",06/11/2026:00:00:00,IN
Biochemistry Reagent Kit For Human Samples Quantity: 25,06/11/2026:00:00:00,IN
Plain Copier Paper (V3) Isi Marked To Is 14490 Quantity: 650,06/11/2026:00:00:00,IN
"Paper A4 Size,Paper Fs,Gel Pen Black,Gel Pen Blue V5,Ball Pen Reynolds Blue,Gel Pen Red,Fevi Glue S Quantity: 671",06/11/2026:00:00:00,IN
"Red Chair Without Arms,Espon Ink 001 Black,Espon Ink 001 Yellow,Espon Ink 001 Set,Computer Table,Of Quantity: 144",06/11/2026:00:00:00,IN
"Inj Pantop 40 Mg,Hydrogen Peroxide 400 Ml,Sulphadimidine Bolos,Inj Belamyle 100 Ml,Inj Ceftriaxone  Quantity: 788",06/11/2026:00:00:00,IN
"Facility Management Services - Lumpsum Based - Providing Assistance For Loading, Unloading  Shiftin Quantity: 1",06/11/2026:00:00:00,IN
Monthly Basis Cab & Taxi Hiring Services - Suv; 2500 Km X 320 Hours; Local 24*7 Quantity: 1,06/11/2026:00:00:00,IN
"Winding Field Main 2920-000137,Main Cylinder Dia 22.2 443-611-004-001,Brush Set P-3700951,Brush Car Quantity: 14",06/11/2026:00:00:00,IN
Online Ups (?10 Kva) Without Battery Conforming To Is 16242 (Part 1) Quantity: 1,06/11/2026:00:00:00,IN
Shamiyana Made Of Adc Colour American Chiffon Cloth 18Ftx18Ft With Water Proof Cloth On Top & Jahle Quantity: 6,06/11/2026:00:00:00,IN
Items: Trinetra (Rpav)Quantity: 1,06/11/2026:00:00:00,IN
P. T. F. E. Thread Seal Tape As Per Specification Bp22898 Rev. 04. Size-0.08 Mm Thk. X 12.5 Mm Widt Quantity: 4000,06/11/2026:00:00:00,IN
Monthly Basis Cab & Taxi Hiring Services - Sedan; 100Km X 10Hrs; Local Quantity: 3,06/11/2026:00:00:00,IN
Facility Management Services - Lumpsum Based - External Cleaning Work Of All Three Boilers Installe Quantity: 1,06/11/2026:00:00:00,IN
Monthly Basis Cab & Taxi Hiring Services - Suv; 2500 Km X 320 Hours; Local 24*7 Quantity: 1,06/11/2026:00:00:00,IN
"Catering Service (Duration Based) - As Per Menu Enclosed; Breakfast; Regular Packet,Catering Servic Quantity: 1500",06/11/2026:00:00:00,IN
"Disposable Bronchoscop 4.0 Mm Compatible With Machine M40 Bronchocope, Make-Genuine Medica, Model-G Quantity: 1",06/11/2026:00:00:00,IN
"Thermocol Sheet, Size: 1000X650X25Mm, Density- 12 Kg/Meter Cube Quantity: 1500",06/11/2026:00:00:00,IN
"Pu Paint To Shade Is 631 As Per Spec Tre 165,Matching Pu Thinner For Item 1,Pu Paint To Shade Is 63 Quantity: 25440",06/11/2026:00:00:00,IN
"Paint Remove Int,Jointing Clip,Teflon Tape,M Seal,Araldite,Fevicol,Isopropyl Alcohal,Dendrite,Adhes Quantity: 102",06/11/2026:00:00:00,IN
"Smps,Hp Keyboard And Mouse Combo,Ups 1 Kva Double Battery,Mother Board,Processor Intel,Ram 8 Gb Ddr Quantity: 26",06/11/2026:00:00:00,IN
Items: Tab Ivosidenib 250 Mgquantity: 180,06/11/2026:00:00:00,IN
Residual Current Operated Circuit Breakers (Rccb) Without Integral Overcurrent Protection Isi Marke Quantity: 5,06/11/2026:00:00:00,IN
"Pest And Animal Control Service - Maintenance Contract; 1 Month; General Pests/Insects Control,Pest Quantity: 42000",06/11/2026:00:00:00,IN
Polyethylene Pipes For Water Supply Conforming To Is 4984 Quantity: 75,06/11/2026:00:00:00,IN
Hiring Of Consultants - Milestone/Deliverable Based - As Per Scope Of Work; As Per Scope Of Work; N Quantity: 1,06/11/2026:00:00:00,IN
High Mast Lighting Tower For Large Area With Led Flood Lighting System Quantity: 3,06/11/2026:00:00:00,IN
Gasket And Packings-Gland Packings Asbestos - Is 4687 Quantity: 620,06/11/2026:00:00:00,IN
"Nilkamal Mattress,Bed Sheet With Pillow,Tiffin Box,Grass Cutting Machine Electric With Wire,Arms Ba Quantity: 29",06/11/2026:00:00:00,IN
Manpower Outsourcing Services - Minimum Wage - Semi-Skilled; High School; Admin Quantity: 2,06/11/2026:00:00:00,IN
"Tarpaulin 30 X 30,Stick Pad,Stapler Pin,Clip Binder No 19,Clip Binder No 24 Quantity: 80",06/11/2026:00:00:00,IN
9040M26D74 - Procurement Of Dgs Pre-Filter Assembly Of Cgot Rgc. (Make: Eagleburgmann India) Quantity: 1,06/11/2026:00:00:00,IN
Toner Cartridges / Ink Cartridges / Consumables For Printers Quantity: 4,06/11/2026:00:00:00,IN
Items: Dome Cameraquantity: 9,06/11/2026:00:00:00,IN
Items: Diesal Engine Gas Analyserquantity: 1,06/11/2026:00:00:00,IN
"Wheel Allignment & Balancing And Axle Drive Shaft Repair,Wheel Allignment & Balancing And Axle Driv Quantity: 2",06/11/2026:00:00:00,IN
"Sofa (V3),Sofa (V3),Modular Table / Meeting Table / Centre Table (V2),Modular Extendable Conference Quantity: 40",06/11/2026:00:00:00,IN
Items: Freon Gas R 404Aquantity: 10,06/11/2026:00:00:00,IN
Steel Round To Specn. 65C2Ba-W Oct 3-98-80 Esr Quality In Hot Rolled Condition Size: 34Mm Dia Tol+  Quantity: 22910,06/11/2026:00:00:00,IN
"4St Relay,Stop Light Switch,Spider Bearing,Kit Of Ram Hydraulic,Tensioner Bearing,Head Light Bulb,F Quantity: 47",06/11/2026:00:00:00,IN
Supply Of Passenger Suv For Corporate Hse Dept. Of Nrl Site,06/11/2026:00:00:00,IN
Items: Custom Bid For Services - ----Quantity: 1,06/11/2026:00:00:00,IN
"81.33.92.531.7,81.38.61.131.7,81.38.42.333.7,81.38.61.135.7,81.38.66.143.7,81.38.22.135.5,81.38.61. Quantity: 40692",06/11/2026:00:00:00,IN
"Acc Pedal,Acceleratr Cable,Hose Eng 02006899,Water Pipe 02367028,Hose 02367750,Sec Elmt 36500046,Se Quantity: 1279",06/11/2026:00:00:00,IN
Items: 130076630064 - Oil Return Tubequantity: 6991,06/11/2026:00:00:00,IN
Items: Pdb Dissection Balloonquantity: 7,06/11/2026:00:00:00,IN
"Custom Bid For Services - 200151876- Bmc For S&T System Of East & West Panel Control Cabins, Associ Quantity: 1",06/11/2026:00:00:00,IN
"Kit Pad Assy,Obj Assy,Bearing Block Frt Anti Roll Bar,Distributer Head,Roller,Friction Washer,Timin Quantity: 16",06/11/2026:00:00:00,IN
Items: Water Bathsquantity: 1,06/11/2026:00:00:00,IN
Toner Cartridges / Ink Cartridges / Consumables For Printers Quantity: 30,06/11/2026:00:00:00,IN
"Vertical Centrifugal Nonclog Sump Pump, S. No. 6746, Model: 65Vws3,Complete Assembly Of Vertical Ce Quantity: 4",06/11/2026:00:00:00,IN
"Manpower Outsourcing Services - Minimum Wage - Unskilled; High School; Others,Manpower Outsourcing  Quantity: 8",06/11/2026:00:00:00,IN
Professional Painting Service - Walls; As Mentioned In Rfp; As Mentioned In Rfp Quantity: 1,06/11/2026:00:00:00,IN
"25.07.90.011.5,25.07.90.012.5,25.07.90.002.5,25.07.90.047.5,25.07.90.054.5,25.07.90.041.5,25.07.90. Quantity: 181",06/11/2026:00:00:00,IN
"Oil Sig Ht Glass Renk Egnlq 22-250 (Renk Item Code 7012345 Brg Oil Sight Glass Bsp2,Seal Carrier Di Quantity: 7",06/11/2026:00:00:00,IN
Customized Amc/Cmc For Pre-Owned Products - As Per Buyer Scope Of Work; As Per Buyer Scope Of Work; Quantity: 1,06/11/2026:00:00:00,IN
"1600674681 Gear Box Naw R83Z Complete,1600674785 Gear Box Naw R83Z Comple O 44798,1600674784 Gear B Quantity: 25",06/11/2026:00:00:00,IN
"1700392616,1700392615,1700392614,1600670094,1600628128,1700377232,1600628127 Quantity: 108",06/11/2026:00:00:00,IN
"Belt Tensioner,Assy Water Separator With Valve,Fuel Filter Element Spinon,Clutch Disc 352 Dia,Clutc Quantity: 14",06/11/2026:00:00:00,IN
Custom Bid For Services - Preliminary And Detailed Survey Of Land And Route For The 66Kv Overhead L Quantity: 1,06/11/2026:00:00:00,IN
"Clutch Plate Assy,Pressure Plate Assy,Door Beeding,Wiper Blade Assy,Wiper Arm Assy,Oil Filter,Air F Quantity: 19",06/11/2026:00:00:00,IN
"Alcohol Methyl Ar 500Ml Bottles,Leather Cloth Green,Quick Fix,Isopropyl Alcohol,Insulation Pvc Tape Quantity: 228",06/11/2026:00:00:00,IN
Items: Television (V3)Quantity: 3,06/11/2026:00:00:00,IN
"Bty 12V 7 Ah,Graphics Card 2Gb,Mother Board,Fan Cpu Cooling,Acer Monitor,Key Board With Mouse Quantity: 8",06/11/2026:00:00:00,IN
Decorative Light With Moving Channel For Oic Records Gallery And Commanding Officers Gallery Quantity: 14,06/11/2026:00:00:00,IN
"Flooring & PH work of admin building at Tangi Dairy, Chandeswar, Khurda",06/11/2026:00:00:00,IN
Ward No. Of Municipal Corporation Kota Border Area. Construction Work Of Public Toilet And Other Works In Front Of Vardhman Namkeen Wala Gumanpura In 80. (Re-Tender),06/11/2026:00:00:00,IN
Work Of Interconnection Of Various Size Of Pipe Line Under Various Rwss/Uwss Sub Division Bansur Dn. Bansur. (Annual Rate Contract),06/11/2026:00:00:00,IN
"(2Nd Call) E-Tender For Work Of Annual Maintenance Contract (Amc) For Work Of Repair Of Abt Pc Monitor, Installation Of Abt Meter, Dcu Installation And Up Gradation Of Abt Pc Cpu Along With Due Wiring And Supply Of Necessary Part At Various Ehv Sub-Stations Under Ehv O&M Division, Manchar.",06/11/2026:00:00:00,IN
Acrylic Back Light Board 4' X 3' X 12 Mm Quantity: 4,06/11/2026:00:00:00,IN
"Manpower Outsourcing Services - Minimum Wage - Semi-Skilled; High School; Admin,Manpower Outsourcin Quantity: 12",06/11/2026:00:00:00,IN
"Assy 310 Dia Clutch Disc,352 Dia Clutch Cover Assy,Clutch Slave Cyl,Clutch Release Brg,Seal Door Pa Quantity: 56",06/11/2026:00:00:00,IN
Security Manpower Service (Version 2.0) - Office/Commercial/Institutions/ Residential; Unarmed Secu Quantity: 9,06/11/2026:00:00:00,IN
"Reflective Road Studs,Road Delineator (V2) Quantity: 11976",06/11/2026:00:00:00,IN
"Item Title-1,Item Title-2,Item Title-3,Item Title-4,Item Title-5,Item Title-6,Item Title-7,Item Tit Quantity: 222001",06/11/2026:00:00:00,IN
Custom Bid For Services - Shifting Of Furniture ( As Per Scope Of Work) Quantity: 1,06/11/2026:00:00:00,IN
"Entry And Mid Level Desktop Computer,Television (V3) Quantity: 2",06/11/2026:00:00:00,IN
Computer Paper (V3) Conforming To Is 12766 (In Packet) Quantity: 100,06/11/2026:00:00:00,IN
Items: Memory Cardquantity: 10,06/11/2026:00:00:00,IN
"Cylinder Head Assy,Air Cleaner Assy,Digital Panel Board,Solvent Rust Sr-40,Nitrogen Cyl 2.5Kg,Iso P Quantity: 19",06/11/2026:00:00:00,IN
Items: Papadquantity: 446,06/11/2026:00:00:00,IN
"Spiral And Comb Ring,Spiral And Comb Ring,Spiral And Comb Ring,Spiral And Comb Ring Quantity: 25000",06/11/2026:00:00:00,IN
"Sch1_ 100270678_ 10_ M5501990711_ 65 Open Cage Bar, Trf, Granulator, Trh53,Sch2_ 100270678_ 20_ M55 Quantity: 4",06/11/2026:00:00:00,IN
"Manpower Outsourcing Services - Minimum Wage - Skilled; Graduate; Admin,Manpower Outsourcing Servic Quantity: 15",06/11/2026:00:00:00,IN
Facility Management Services - Lumpsum Based - Industrial; Brown Sugar And Scrapping Sugar Work; Co Quantity: 1,06/11/2026:00:00:00,IN
Torch Panel With Extraction Kit Quantity: 1,06/11/2026:00:00:00,IN
Twill Weave Cotton Fabrics Cloth Cotton Drill As Per Is 177:1989 Quantity: 5790,06/11/2026:00:00:00,IN
"Manpower Outsourcing Services - Minimum Wage - Skilled; Graduate; Admin,Manpower Outsourcing Servic Quantity: 3",06/11/2026:00:00:00,IN
Items: Printed Medical Dossier Coverquantity: 800,06/11/2026:00:00:00,IN
"Distributor Head,Positioner Assy,Cam Plate,Vane Pump,Oil Seal,Injector Assy,Shim Quantity: 14",06/11/2026:00:00:00,IN
"Canteen Service - Best Price  On Fixed Menu Rate Model - Vegetarian; Breakfast, Dinner, Lunch, Snac Quantity: 1",06/11/2026:00:00:00,IN
Items: Screw Compressorquantity: 1,06/11/2026:00:00:00,IN
Bus Hiring Service - Regular Basis - Local; 52 Seater; Company Manufactured School Bus; 48 Kms Per  Quantity: 1,06/11/2026:00:00:00,IN
"Pvc Insulated Cable For Submersible Pumps Isi Marked To Is 694,Pvc Insulated Cable For Submersible  Quantity: 33000",06/11/2026:00:00:00,IN
Operation And Maintenance Of Lifts (Elevators) - Complete System Quantity: 1,06/11/2026:00:00:00,IN
Silica Gel (V2) Conforming To Is 3401 Quantity: 140,06/11/2026:00:00:00,IN
Items: Petrol Engine Gas Analyserquantity: 1,06/11/2026:00:00:00,IN
Security Manpower Service (Version 2.0) - Office/Commercial/Institutions/ Residential; Unarmed Secu Quantity: 20,06/11/2026:00:00:00,IN
